zip_code,HUD Area Code,HUD Metro Fair Market Rent Area Name,city,state,0BR,0BR_90,0BR_110,1BR,1BR_90,1BR_110,2BR,2BR_90,2BR_110,3BR,3BR_90,3BR_110,4BR,4BR_90,4BR_110
08084,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1090,$981,$1199,$1210,$1089,$1331,$1450,$1305,$1595,$1750,$1575,$1925,$2020,$1818,$2222
08085,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1800,$1620,$1980,$2000,$1800,$2200,$2400,$2160,$2640,$2900,$2610,$3190,$3350,$3015,$3685
08086,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1580,$1422,$1738,$1760,$1584,$1936,$2110,$1899,$2321,$2550,$2295,$2805,$2940,$2646,$3234
08087,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1400,$1260,$1540,$1560,$1404,$1716,$1930,$1737,$2123,$2610,$2349,$2871,$2910,$2619,$3201
08088,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1960,$1764,$2156,$2180,$1962,$2398,$2610,$2349,$2871,$3160,$2844,$3476,$3640,$3276,$4004
08089,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1250,$1125,$1375,$1400,$1260,$1540,$1670,$1503,$1837,$2020,$1818,$2222,$2330,$2097,$2563
08090,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1470,$1323,$1617,$1640,$1476,$1804,$1960,$1764,$2156,$2370,$2133,$2607,$2740,$2466,$3014
08091,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1250,$1125,$1375,$1400,$1260,$1540,$1670,$1503,$1837,$2020,$1818,$2222,$2330,$2097,$2563
08093,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1190,$1071,$1309,$1330,$1197,$1463,$1590,$1431,$1749,$1920,$1728,$2112,$2220,$1998,$2442
08094,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1270,$1143,$1397,$1410,$1269,$1551,$1700,$1530,$1870,$2070,$1863,$2277,$2380,$2142,$2618
08095,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1250,$1125,$1375,$1400,$1260,$1540,$1670,$1503,$1837,$2020,$1818,$2222,$2330,$2097,$2563
08096,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1400,$1260,$1540,$1560,$1404,$1716,$1870,$1683,$2057,$2260,$2034,$2486,$2610,$2349,$2871
08097,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1160,$1044,$1276,$1290,$1161,$1419,$1540,$1386,$1694,$1860,$1674,$2046,$2150,$1935,$2365
08098,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1160,$1044,$1276,$1290,$1161,$1419,$1550,$1395,$1705,$1870,$1683,$2057,$2160,$1944,$2376
08099,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1250,$1125,$1375,$1400,$1260,$1540,$1670,$1503,$1837,$2020,$1818,$2222,$2330,$2097,$2563
08101,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1250,$1125,$1375,$1400,$1260,$1540,$1670,$1503,$1837,$2020,$1818,$2222,$2330,$2097,$2563
08102,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1220,$1098,$1342,$1350,$1215,$1485,$1620,$1458,$1782,$1960,$1764,$2156,$2260,$2034,$2486
08103,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1150,$1035,$1265,$1280,$1152,$1408,$1530,$1377,$1683,$1850,$1665,$2035,$2130,$1917,$2343
08104,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1050,$945,$1155,$1170,$1053,$1287,$1400,$1260,$1540,$1690,$1521,$1859,$1950,$1755,$2145
08105,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1220,$1098,$1342,$1350,$1215,$1485,$1620,$1458,$1782,$1960,$1764,$2156,$2260,$2034,$2486
08106,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1080,$972,$1188,$1200,$1080,$1320,$1440,$1296,$1584,$1740,$1566,$1914,$2010,$1809,$2211
08107,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1200,$1080,$1320,$1340,$1206,$1474,$1600,$1440,$1760,$1930,$1737,$2123,$2230,$2007,$2453
08108,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1460,$1314,$1606,$1630,$1467,$1793,$1950,$1755,$2145,$2360,$2124,$2596,$2720,$2448,$2992
08109,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1220,$1098,$1342,$1350,$1215,$1485,$1620,$1458,$1782,$1960,$1764,$2156,$2260,$2034,$2486
08110,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1220,$1098,$1342,$1360,$1224,$1496,$1630,$1467,$1793,$1970,$1773,$2167,$2270,$2043,$2497
08215,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1250,$1125,$1375,$1430,$1287,$1573,$1770,$1593,$1947,$2480,$2232,$2728,$2730,$2457,$3003
08224,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1240,$1116,$1364,$1380,$1242,$1518,$1650,$1485,$1815,$2000,$1800,$2200,$2300,$2070,$2530
08302,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1170,$1053,$1287,$1200,$1080,$1320,$1520,$1368,$1672,$2000,$1800,$2200,$2080,$1872,$2288
08312,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1170,$1053,$1287,$1300,$1170,$1430,$1560,$1404,$1716,$1890,$1701,$2079,$2180,$1962,$2398
08318,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1260,$1134,$1386,$1400,$1260,$1540,$1680,$1512,$1848,$2030,$1827,$2233,$2340,$2106,$2574
08322,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1400,$1260,$1540,$1560,$1404,$1716,$1870,$1683,$2057,$2260,$2034,$2486,$2610,$2349,$2871
08328,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1440,$1296,$1584,$1590,$1431,$1749,$1910,$1719,$2101,$2330,$2097,$2563,$2670,$2403,$2937
08343,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1790,$1611,$1969,$1990,$1791,$2189,$2380,$2142,$2618,$2880,$2592,$3168,$3320,$2988,$3652
08344,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1510,$1359,$1661,$1650,$1485,$1815,$2000,$1800,$2200,$2470,$2223,$2717,$2780,$2502,$3058
08347,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1190,$1071,$1309,$1320,$1188,$1452,$1580,$1422,$1738,$1910,$1719,$2101,$2200,$1980,$2420
08360,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1150,$1035,$1265,$1190,$1071,$1309,$1510,$1359,$1661,$1990,$1791,$2189,$2080,$1872,$2288
08501,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1210,$1089,$1331,$1350,$1215,$1485,$1670,$1503,$1837,$2260,$2034,$2486,$2520,$2268,$2772
08505,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1390,$1251,$1529,$1550,$1395,$1705,$1850,$1665,$2035,$2240,$2016,$2464,$2580,$2322,$2838
08511,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1020,$918,$1122,$1140,$1026,$1254,$1360,$1224,$1496,$1640,$1476,$1804,$1900,$1710,$2090
08515,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1880,$1692,$2068,$2100,$1890,$2310,$2510,$2259,$2761,$3030,$2727,$3333,$3500,$3150,$3850
08518,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1190,$1071,$1309,$1320,$1188,$1452,$1580,$1422,$1738,$1910,$1719,$2101,$2200,$1980,$2420
08533,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1130,$1017,$1243,$1260,$1134,$1386,$1560,$1404,$1716,$2120,$1908,$2332,$2360,$2124,$2596
08554,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1460,$1314,$1606,$1620,$1458,$1782,$1940,$1746,$2134,$2350,$2115,$2585,$2710,$2439,$2981
08562,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1280,$1152,$1408,$1430,$1287,$1573,$1710,$1539,$1881,$2070,$1863,$2277,$2380,$2142,$2618
08610,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1240,$1116,$1364,$1410,$1269,$1551,$1820,$1638,$2002,$2200,$1980,$2420,$2430,$2187,$2673
08620,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1130,$1017,$1243,$1280,$1152,$1408,$1630,$1467,$1793,$1970,$1773,$2167,$2190,$1971,$2409
08640,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1960,$1764,$2156,$2180,$1962,$2398,$2610,$2349,$2871,$3160,$2844,$3476,$3640,$3276,$4004
08641,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1920,$1728,$2112,$2140,$1926,$2354,$2560,$2304,$2816,$3100,$2790,$3410,$3570,$3213,$3927
08759,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1080,$972,$1188,$1200,$1080,$1320,$1490,$1341,$1639,$2030,$1827,$2233,$2260,$2034,$2486
18039,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18054,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1110,$999,$1221,$1240,$1116,$1364,$1480,$1332,$1628,$1790,$1611,$1969,$2060,$1854,$2266
18073,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1260,$1134,$1386,$1400,$1260,$1540,$1680,$1512,$1848,$2030,$1827,$2233,$2340,$2106,$2574
18074,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1230,$1107,$1353,$1370,$1233,$1507,$1650,$1485,$1815,$2000,$1800,$2200,$2290,$2061,$2519
18076,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1460,$1314,$1606,$1630,$1467,$1793,$1950,$1755,$2145,$2360,$2124,$2596,$2720,$2448,$2992
18081,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1080,$972,$1188,$1240,$1116,$1364,$1540,$1386,$1694,$1930,$1737,$2123,$2080,$1872,$2288
18084,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1440,$1296,$1584,$1600,$1440,$1760,$1920,$1728,$2112,$2320,$2088,$2552,$2680,$2412,$2948
18901,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1600,$1440,$1760,$1780,$1602,$1958,$2130,$1917,$2343,$2580,$2322,$2838,$2970,$2673,$3267
18902,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1820,$1638,$2002,$2030,$1827,$2233,$2430,$2187,$2673,$2940,$2646,$3234,$3390,$3051,$3729
18910,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18912,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1780,$1602,$1958,$1980,$1782,$2178,$2370,$2133,$2607,$2870,$2583,$3157,$3310,$2979,$3641
18913,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1730,$1557,$1903,$1930,$1737,$2123,$2310,$2079,$2541,$2800,$2520,$3080,$3230,$2907,$3553
18914,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1740,$1566,$1914,$1940,$1746,$2134,$2320,$2088,$2552,$2810,$2529,$3091,$3240,$2916,$3564
18915,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1960,$1764,$2156,$2180,$1962,$2398,$2610,$2349,$2871,$3160,$2844,$3476,$3640,$3276,$4004
18916,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18917,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1240,$1116,$1364,$1380,$1242,$1518,$1650,$1485,$1815,$2000,$1800,$2200,$2300,$2070,$2530
18918,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1440,$1296,$1584,$1600,$1440,$1760,$1920,$1728,$2112,$2320,$2088,$2552,$2680,$2412,$2948
18920,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1500,$1350,$1650,$1670,$1503,$1837,$2000,$1800,$2200,$2420,$2178,$2662,$2780,$2502,$3058
18921,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18922,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18923,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1600,$1440,$1760,$1790,$1611,$1969,$2140,$1926,$2354,$2590,$2331,$2849,$2980,$2682,$3278
18925,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1960,$1764,$2156,$2180,$1962,$2398,$2610,$2349,$2871,$3160,$2844,$3476,$3640,$3276,$4004
18927,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18928,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18929,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1960,$1764,$2156,$2180,$1962,$2398,$2610,$2349,$2871,$3160,$2844,$3476,$3640,$3276,$4004
18930,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1520,$1368,$1672,$1700,$1530,$1870,$2030,$1827,$2233,$2450,$2205,$2695,$2830,$2547,$3113
18931,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18932,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1580,$1422,$1738,$1760,$1584,$1936,$2100,$1890,$2310,$2550,$2295,$2805,$2940,$2646,$3234
18933,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18934,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18935,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1280,$1152,$1408,$1430,$1287,$1573,$1710,$1539,$1881,$2070,$1863,$2277,$2380,$2142,$2618
18936,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1490,$1341,$1639,$1660,$1494,$1826,$1990,$1791,$2189,$2410,$2169,$2651,$2780,$2502,$3058
18938,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1680,$1512,$1848,$1870,$1683,$2057,$2240,$2016,$2464,$2710,$2439,$2981,$3120,$2808,$3432
18940,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1940,$1746,$2134,$2160,$1944,$2376,$2580,$2322,$2838,$3120,$2808,$3432,$3600,$3240,$3960
18942,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1150,$1035,$1265,$1280,$1152,$1408,$1530,$1377,$1683,$1850,$1665,$2035,$2130,$1917,$2343
18943,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18944,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1330,$1197,$1463,$1480,$1332,$1628,$1770,$1593,$1947,$2140,$1926,$2354,$2470,$2223,$2717
18946,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18947,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1490,$1341,$1639,$1660,$1494,$1826,$1990,$1791,$2189,$2410,$2169,$2651,$2780,$2502,$3058
18949,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18950,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1520,$1368,$1672,$1690,$1521,$1859,$2060,$1854,$2266,$2500,$2250,$2750,$2840,$2556,$3124
18953,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18954,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1730,$1557,$1903,$1920,$1728,$2112,$2300,$2070,$2530,$2780,$2502,$3058,$3210,$2889,$3531
18955,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1080,$972,$1188,$1200,$1080,$1320,$1440,$1296,$1584,$1740,$1566,$1914,$2010,$1809,$2211
18956,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18957,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1440,$1296,$1584,$1600,$1440,$1760,$1920,$1728,$2112,$2320,$2088,$2552,$2680,$2412,$2948
18958,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1440,$1296,$1584,$1600,$1440,$1760,$1920,$1728,$2112,$2320,$2088,$2552,$2680,$2412,$2948
18960,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18962,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1260,$1134,$1386,$1400,$1260,$1540,$1680,$1512,$1848,$2030,$1827,$2233,$2340,$2106,$2574
18963,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
18964,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1210,$1089,$1331,$1340,$1206,$1474,$1610,$1449,$1771,$1950,$1755,$2145,$2250,$2025,$2475
18966,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1530,$1377,$1683,$1700,$1530,$1870,$2040,$1836,$2244,$2470,$2223,$2717,$2840,$2556,$3124
18968,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,$1370,$1233,$1507,$1530,$1377,$1683,$1830,$1647,$2013,$2210,$1989,$2431,$2550,$2295,$2805
