zip_code,HUD Area Code,HUD Metro Fair Market Rent Area Name,city,state,keep,0BR,0BR_90,0BR_110,1BR,1BR_90,1BR_110,2BR,2BR_90,2BR_110,3BR,3BR_90,3BR_110,4BR,4BR_90,4BR_110
15018,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$750 ","$675 ","$825 ","$790 ","$711 ","$869 ","$950 ","$855 ","$1,045 ","$1,210 ","$1,089 ","$1,331 ","$1,310 ","$1,179 ","$1,441 "
15019,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$710 ","$639 ","$781 ","$750 ","$675 ","$825 ","$900 ","$810 ","$990 ","$1,140 ","$1,026 ","$1,254 ","$1,240 ","$1,116 ","$1,364 "
15020,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$750 ","$675 ","$825 ","$790 ","$711 ","$869 ","$950 ","$855 ","$1,045 ","$1,210 ","$1,089 ","$1,331 ","$1,310 ","$1,179 ","$1,441 "
15021,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$810 ","$729 ","$891 ","$860 ","$774 ","$946 ","$1,030 ","$927 ","$1,133 ","$1,310 ","$1,179 ","$1,441 ","$1,420 ","$1,278 ","$1,562 "
15022,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$780 ","$702 ","$858 ","$820 ","$738 ","$902 ","$990 ","$891 ","$1,089 ","$1,260 ","$1,134 ","$1,386 ","$1,370 ","$1,233 ","$1,507 "
15024,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$960 ","$864 ","$1,056 ","$1,010 ","$909 ","$1,111 ","$1,210 ","$1,089 ","$1,331 ","$1,540 ","$1,386 ","$1,694 ","$1,670 ","$1,503 ","$1,837 "
15025,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,000 ","$900 ","$1,100 ","$1,050 ","$945 ","$1,155 ","$1,260 ","$1,134 ","$1,386 ","$1,600 ","$1,440 ","$1,760 ","$1,740 ","$1,566 ","$1,914 "
15026,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$950 ","$855 ","$1,045 ","$1,000 ","$900 ","$1,100 ","$1,200 ","$1,080 ","$1,320 ","$1,520 ","$1,368 ","$1,672 ","$1,660 ","$1,494 ","$1,826 "
15027,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$710 ","$639 ","$781 ","$750 ","$675 ","$825 ","$900 ","$810 ","$990 ","$1,140 ","$1,026 ","$1,254 ","$1,240 ","$1,116 ","$1,364 "
15028,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$830 ","$747 ","$913 ","$880 ","$792 ","$968 ","$1,050 ","$945 ","$1,155 ","$1,330 ","$1,197 ","$1,463 ","$1,450 ","$1,305 ","$1,595 "
15030,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$840 ","$756 ","$924 ","$880 ","$792 ","$968 ","$1,060 ","$954 ","$1,166 ","$1,350 ","$1,215 ","$1,485 ","$1,460 ","$1,314 ","$1,606 "
15031,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$950 ","$855 ","$1,045 ","$1,000 ","$900 ","$1,100 ","$1,200 ","$1,080 ","$1,320 ","$1,520 ","$1,368 ","$1,672 ","$1,660 ","$1,494 ","$1,826 "
15032,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$970 ","$873 ","$1,067 ","$1,020 ","$918 ","$1,122 ","$1,230 ","$1,107 ","$1,353 ","$1,560 ","$1,404 ","$1,716 ","$1,700 ","$1,530 ","$1,870 "
15033,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$830 ","$747 ","$913 ","$870 ","$783 ","$957 ","$1,050 ","$945 ","$1,155 ","$1,330 ","$1,197 ","$1,463 ","$1,450 ","$1,305 ","$1,595 "
15034,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$670 ","$603 ","$737 ","$700 ","$630 ","$770 ","$850 ","$765 ","$935 ","$1,070 ","$963 ","$1,177 ","$1,170 ","$1,053 ","$1,287 "
15035,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$690 ","$621 ","$759 ","$720 ","$648 ","$792 ","$870 ","$783 ","$957 ","$1,100 ","$990 ","$1,210 ","$1,200 ","$1,080 ","$1,320 "
15037,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$830 ","$747 ","$913 ","$870 ","$783 ","$957 ","$1,050 ","$945 ","$1,155 ","$1,330 ","$1,197 ","$1,463 ","$1,450 ","$1,305 ","$1,595 "
15038,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$820 ","$738 ","$902 ","$860 ","$774 ","$946 ","$1,040 ","$936 ","$1,144 ","$1,320 ","$1,188 ","$1,452 ","$1,440 ","$1,296 ","$1,584 "
15042,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,370 ","$1,233 ","$1,507 ","$1,450 ","$1,305 ","$1,595 ","$1,740 ","$1,566 ","$1,914 ","$2,210 ","$1,989 ","$2,431 ","$2,400 ","$2,160 ","$2,640 "
15043,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$780 ","$702 ","$858 ","$820 ","$738 ","$902 ","$990 ","$891 ","$1,089 ","$1,260 ","$1,134 ","$1,386 ","$1,370 ","$1,233 ","$1,507 "
15044,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$990 ","$891 ","$1,089 ","$1,040 ","$936 ","$1,144 ","$1,250 ","$1,125 ","$1,375 ","$1,590 ","$1,431 ","$1,749 ","$1,730 ","$1,557 ","$1,903 "
15045,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$770 ","$693 ","$847 ","$810 ","$729 ","$891 ","$980 ","$882 ","$1,078 ","$1,240 ","$1,116 ","$1,364 ","$1,350 ","$1,215 ","$1,485 "
15046,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$920 ","$828 ","$1,012 ","$960 ","$864 ","$1,056 ","$1,160 ","$1,044 ","$1,276 ","$1,470 ","$1,323 ","$1,617 ","$1,600 ","$1,440 ","$1,760 "
15047,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$810 ","$729 ","$891 ","$860 ","$774 ","$946 ","$1,030 ","$927 ","$1,133 ","$1,300 ","$1,170 ","$1,430 ","$1,420 ","$1,278 ","$1,562 "
15049,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$830 ","$747 ","$913 ","$870 ","$783 ","$957 ","$1,050 ","$945 ","$1,155 ","$1,330 ","$1,197 ","$1,463 ","$1,450 ","$1,305 ","$1,595 "
15050,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,030 ","$927 ","$1,133 ","$1,090 ","$981 ","$1,199 ","$1,310 ","$1,179 ","$1,441 ","$1,660 ","$1,494 ","$1,826 ","$1,810 ","$1,629 ","$1,991 "
15051,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,110 ","$999 ","$1,221 ","$1,160 ","$1,044 ","$1,276 ","$1,400 ","$1,260 ","$1,540 ","$1,780 ","$1,602 ","$1,958 ","$1,930 ","$1,737 ","$2,123 "
15052,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$770 ","$693 ","$847 ","$810 ","$729 ","$891 ","$970 ","$873 ","$1,067 ","$1,230 ","$1,107 ","$1,353 ","$1,340 ","$1,206 ","$1,474 "
15053,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$780 ","$702 ","$858 ","$830 ","$747 ","$913 ","$990 ","$891 ","$1,089 ","$1,260 ","$1,134 ","$1,386 ","$1,360 ","$1,224 ","$1,496 "
15054,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$810 ","$729 ","$891 ","$860 ","$774 ","$946 ","$1,030 ","$927 ","$1,133 ","$1,310 ","$1,179 ","$1,441 ","$1,420 ","$1,278 ","$1,562 "
15055,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$950 ","$855 ","$1,045 ","$1,000 ","$900 ","$1,100 ","$1,200 ","$1,080 ","$1,320 ","$1,520 ","$1,368 ","$1,672 ","$1,660 ","$1,494 ","$1,826 "
15056,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$960 ","$864 ","$1,056 ","$1,010 ","$909 ","$1,111 ","$1,210 ","$1,089 ","$1,331 ","$1,540 ","$1,386 ","$1,694 ","$1,670 ","$1,503 ","$1,837 "
15057,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$850 ","$765 ","$935 ","$900 ","$810 ","$990 ","$1,080 ","$972 ","$1,188 ","$1,370 ","$1,233 ","$1,507 ","$1,490 ","$1,341 ","$1,639 "
15059,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$690 ","$621 ","$759 ","$720 ","$648 ","$792 ","$870 ","$783 ","$957 ","$1,100 ","$990 ","$1,210 ","$1,200 ","$1,080 ","$1,320 "
15060,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$680 ","$612 ","$748 ","$720 ","$648 ","$792 ","$860 ","$774 ","$946 ","$1,090 ","$981 ","$1,199 ","$1,190 ","$1,071 ","$1,309 "
15061,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$830 ","$747 ","$913 ","$870 ","$783 ","$957 ","$1,050 ","$945 ","$1,155 ","$1,330 ","$1,197 ","$1,463 ","$1,450 ","$1,305 ","$1,595 "
15062,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$810 ","$729 ","$891 ","$860 ","$774 ","$946 ","$1,030 ","$927 ","$1,133 ","$1,310 ","$1,179 ","$1,441 ","$1,420 ","$1,278 ","$1,562 "
15063,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$760 ","$684 ","$836 ","$800 ","$720 ","$880 ","$960 ","$864 ","$1,056 ","$1,220 ","$1,098 ","$1,342 ","$1,330 ","$1,197 ","$1,463 "
15064,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,000 ","$900 ","$1,100 ","$1,060 ","$954 ","$1,166 ","$1,270 ","$1,143 ","$1,397 ","$1,610 ","$1,449 ","$1,771 ","$1,760 ","$1,584 ","$1,936 "
15065,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$730 ","$657 ","$803 ","$770 ","$693 ","$847 ","$920 ","$828 ","$1,012 ","$1,170 ","$1,053 ","$1,287 ","$1,270 ","$1,143 ","$1,397 "
15066,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$800 ","$720 ","$880 ","$840 ","$756 ","$924 ","$1,010 ","$909 ","$1,111 ","$1,280 ","$1,152 ","$1,408 ","$1,400 ","$1,260 ","$1,540 "
15067,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$680 ","$612 ","$748 ","$720 ","$648 ","$792 ","$860 ","$774 ","$946 ","$1,090 ","$981 ","$1,199 ","$1,190 ","$1,071 ","$1,309 "
15068,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$810 ","$729 ","$891 ","$860 ","$774 ","$946 ","$1,030 ","$927 ","$1,133 ","$1,310 ","$1,179 ","$1,441 ","$1,420 ","$1,278 ","$1,562 "
15071,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,190 ","$1,071 ","$1,309 ","$1,260 ","$1,134 ","$1,386 ","$1,510 ","$1,359 ","$1,661 ","$1,920 ","$1,728 ","$2,112 ","$2,090 ","$1,881 ","$2,299 "
15072,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$800 ","$720 ","$880 ","$840 ","$756 ","$924 ","$1,010 ","$909 ","$1,111 ","$1,290 ","$1,161 ","$1,419 ","$1,400 ","$1,260 ","$1,540 "
15074,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$770 ","$693 ","$847 ","$810 ","$729 ","$891 ","$970 ","$873 ","$1,067 ","$1,230 ","$1,107 ","$1,353 ","$1,340 ","$1,206 ","$1,474 "
15075,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$960 ","$864 ","$1,056 ","$1,010 ","$909 ","$1,111 ","$1,210 ","$1,089 ","$1,331 ","$1,540 ","$1,386 ","$1,694 ","$1,670 ","$1,503 ","$1,837 "
15076,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$770 ","$693 ","$847 ","$810 ","$729 ","$891 ","$980 ","$882 ","$1,078 ","$1,240 ","$1,116 ","$1,364 ","$1,350 ","$1,215 ","$1,485 "
15077,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$850 ","$765 ","$935 ","$890 ","$801 ","$979 ","$1,080 ","$972 ","$1,188 ","$1,370 ","$1,233 ","$1,507 ","$1,490 ","$1,341 ","$1,639 "
15078,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$810 ","$729 ","$891 ","$860 ","$774 ","$946 ","$1,030 ","$927 ","$1,133 ","$1,310 ","$1,179 ","$1,441 ","$1,420 ","$1,278 ","$1,562 "
15081,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$680 ","$612 ","$748 ","$720 ","$648 ","$792 ","$860 ","$774 ","$946 ","$1,090 ","$981 ","$1,199 ","$1,190 ","$1,071 ","$1,309 "
15082,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$890 ","$801 ","$979 ","$940 ","$846 ","$1,034 ","$1,130 ","$1,017 ","$1,243 ","$1,440 ","$1,296 ","$1,584 ","$1,560 ","$1,404 ","$1,716 "
15083,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$930 ","$837 ","$1,023 ","$980 ","$882 ","$1,078 ","$1,180 ","$1,062 ","$1,298 ","$1,500 ","$1,350 ","$1,650 ","$1,630 ","$1,467 ","$1,793 "
15084,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$760 ","$684 ","$836 ","$800 ","$720 ","$880 ","$960 ","$864 ","$1,056 ","$1,220 ","$1,098 ","$1,342 ","$1,330 ","$1,197 ","$1,463 "
15085,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$770 ","$693 ","$847 ","$810 ","$729 ","$891 ","$980 ","$882 ","$1,078 ","$1,240 ","$1,116 ","$1,364 ","$1,350 ","$1,215 ","$1,485 "
15086,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,360 ","$1,224 ","$1,496 ","$1,440 ","$1,296 ","$1,584 ","$1,730 ","$1,557 ","$1,903 ","$2,190 ","$1,971 ","$2,409 ","$2,380 ","$2,142 ","$2,618 "
15087,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$810 ","$729 ","$891 ","$850 ","$765 ","$935 ","$1,020 ","$918 ","$1,122 ","$1,290 ","$1,161 ","$1,419 ","$1,410 ","$1,269 ","$1,551 "
15088,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$730 ","$657 ","$803 ","$770 ","$693 ","$847 ","$930 ","$837 ","$1,023 ","$1,180 ","$1,062 ","$1,298 ","$1,290 ","$1,161 ","$1,419 "
15089,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$750 ","$675 ","$825 ","$790 ","$711 ","$869 ","$950 ","$855 ","$1,045 ","$1,210 ","$1,089 ","$1,331 ","$1,310 ","$1,179 ","$1,441 "
15090,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,370 ","$1,233 ","$1,507 ","$1,450 ","$1,305 ","$1,595 ","$1,740 ","$1,566 ","$1,914 ","$2,210 ","$1,989 ","$2,431 ","$2,400 ","$2,160 ","$2,640 "
15091,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$970 ","$873 ","$1,067 ","$1,020 ","$918 ","$1,122 ","$1,230 ","$1,107 ","$1,353 ","$1,560 ","$1,404 ","$1,716 ","$1,700 ","$1,530 ","$1,870 "
15096,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$970 ","$873 ","$1,067 ","$1,020 ","$918 ","$1,122 ","$1,230 ","$1,107 ","$1,353 ","$1,560 ","$1,404 ","$1,716 ","$1,700 ","$1,530 ","$1,870 "
15101,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,050 ","$945 ","$1,155 ","$1,110 ","$999 ","$1,221 ","$1,330 ","$1,197 ","$1,463 ","$1,690 ","$1,521 ","$1,859 ","$1,840 ","$1,656 ","$2,024 "
15102,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,040 ","$936 ","$1,144 ","$1,100 ","$990 ","$1,210 ","$1,320 ","$1,188 ","$1,452 ","$1,680 ","$1,512 ","$1,848 ","$1,820 ","$1,638 ","$2,002 "
15104,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$730 ","$657 ","$803 ","$770 ","$693 ","$847 ","$920 ","$828 ","$1,012 ","$1,170 ","$1,053 ","$1,287 ","$1,270 ","$1,143 ","$1,397 "
15106,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$880 ","$792 ","$968 ","$930 ","$837 ","$1,023 ","$1,120 ","$1,008 ","$1,232 ","$1,420 ","$1,278 ","$1,562 ","$1,550 ","$1,395 ","$1,705 "
15108,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$970 ","$873 ","$1,067 ","$1,020 ","$918 ","$1,122 ","$1,230 ","$1,107 ","$1,353 ","$1,560 ","$1,404 ","$1,716 ","$1,700 ","$1,530 ","$1,870 "
15110,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$720 ","$648 ","$792 ","$760 ","$684 ","$836 ","$910 ","$819 ","$1,001 ","$1,160 ","$1,044 ","$1,276 ","$1,260 ","$1,134 ","$1,386 "
15112,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$730 ","$657 ","$803 ","$770 ","$693 ","$847 ","$920 ","$828 ","$1,012 ","$1,170 ","$1,053 ","$1,287 ","$1,270 ","$1,143 ","$1,397 "
15116,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$970 ","$873 ","$1,067 ","$1,020 ","$918 ","$1,122 ","$1,230 ","$1,107 ","$1,353 ","$1,560 ","$1,404 ","$1,716 ","$1,700 ","$1,530 ","$1,870 "
15120,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$850 ","$765 ","$935 ","$890 ","$801 ","$979 ","$1,070 ","$963 ","$1,177 ","$1,360 ","$1,224 ","$1,496 ","$1,480 ","$1,332 ","$1,628 "
15122,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$830 ","$747 ","$913 ","$870 ","$783 ","$957 ","$1,050 ","$945 ","$1,155 ","$1,330 ","$1,197 ","$1,463 ","$1,450 ","$1,305 ","$1,595 "
15123,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$970 ","$873 ","$1,067 ","$1,020 ","$918 ","$1,122 ","$1,230 ","$1,107 ","$1,353 ","$1,560 ","$1,404 ","$1,716 ","$1,700 ","$1,530 ","$1,870 "
15126,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$810 ","$729 ","$891 ","$850 ","$765 ","$935 ","$1,020 ","$918 ","$1,122 ","$1,290 ","$1,161 ","$1,419 ","$1,410 ","$1,269 ","$1,551 "
15127,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$970 ","$873 ","$1,067 ","$1,020 ","$918 ","$1,122 ","$1,230 ","$1,107 ","$1,353 ","$1,560 ","$1,404 ","$1,716 ","$1,700 ","$1,530 ","$1,870 "
15129,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,120 ","$1,008 ","$1,232 ","$1,180 ","$1,062 ","$1,298 ","$1,420 ","$1,278 ","$1,562 ","$1,800 ","$1,620 ","$1,980 ","$1,960 ","$1,764 ","$2,156 "
15131,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$850 ","$765 ","$935 ","$900 ","$810 ","$990 ","$1,080 ","$972 ","$1,188 ","$1,370 ","$1,233 ","$1,507 ","$1,490 ","$1,341 ","$1,639 "
15132,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$790 ","$711 ","$869 ","$830 ","$747 ","$913 ","$1,000 ","$900 ","$1,100 ","$1,270 ","$1,143 ","$1,397 ","$1,380 ","$1,242 ","$1,518 "
15133,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$850 ","$765 ","$935 ","$900 ","$810 ","$990 ","$1,080 ","$972 ","$1,188 ","$1,370 ","$1,233 ","$1,507 ","$1,490 ","$1,341 ","$1,639 "
15134,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$970 ","$873 ","$1,067 ","$1,020 ","$918 ","$1,122 ","$1,230 ","$1,107 ","$1,353 ","$1,560 ","$1,404 ","$1,716 ","$1,700 ","$1,530 ","$1,870 "
15135,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$800 ","$720 ","$880 ","$840 ","$756 ","$924 ","$1,010 ","$909 ","$1,111 ","$1,280 ","$1,152 ","$1,408 ","$1,400 ","$1,260 ","$1,540 "
15136,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$900 ","$810 ","$990 ","$950 ","$855 ","$1,045 ","$1,140 ","$1,026 ","$1,254 ","$1,450 ","$1,305 ","$1,595 ","$1,580 ","$1,422 ","$1,738 "
15137,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$790 ","$711 ","$869 ","$830 ","$747 ","$913 ","$1,000 ","$900 ","$1,100 ","$1,270 ","$1,143 ","$1,397 ","$1,380 ","$1,242 ","$1,518 "
15139,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$930 ","$837 ","$1,023 ","$980 ","$882 ","$1,078 ","$1,180 ","$1,062 ","$1,298 ","$1,500 ","$1,350 ","$1,650 ","$1,630 ","$1,467 ","$1,793 "
15140,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$730 ","$657 ","$803 ","$770 ","$693 ","$847 ","$930 ","$837 ","$1,023 ","$1,180 ","$1,062 ","$1,298 ","$1,290 ","$1,161 ","$1,419 "
15142,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,030 ","$927 ","$1,133 ","$1,090 ","$981 ","$1,199 ","$1,310 ","$1,179 ","$1,441 ","$1,660 ","$1,494 ","$1,826 ","$1,810 ","$1,629 ","$1,991 "
15143,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,200 ","$1,080 ","$1,320 ","$1,260 ","$1,134 ","$1,386 ","$1,520 ","$1,368 ","$1,672 ","$1,930 ","$1,737 ","$2,123 ","$2,100 ","$1,890 ","$2,310 "
15144,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$780 ","$702 ","$858 ","$820 ","$738 ","$902 ","$990 ","$891 ","$1,089 ","$1,260 ","$1,134 ","$1,386 ","$1,370 ","$1,233 ","$1,507 "
15145,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$820 ","$738 ","$902 ","$860 ","$774 ","$946 ","$1,040 ","$936 ","$1,144 ","$1,320 ","$1,188 ","$1,452 ","$1,440 ","$1,296 ","$1,584 "
15146,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,090 ","$981 ","$1,199 ","$1,150 ","$1,035 ","$1,265 ","$1,380 ","$1,242 ","$1,518 ","$1,750 ","$1,575 ","$1,925 ","$1,910 ","$1,719 ","$2,101 "
15147,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$840 ","$756 ","$924 ","$880 ","$792 ","$968 ","$1,060 ","$954 ","$1,166 ","$1,350 ","$1,215 ","$1,485 ","$1,460 ","$1,314 ","$1,606 "
15148,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$840 ","$756 ","$924 ","$880 ","$792 ","$968 ","$1,060 ","$954 ","$1,166 ","$1,350 ","$1,215 ","$1,485 ","$1,460 ","$1,314 ","$1,606 "
15201,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,160 ","$1,044 ","$1,276 ","$1,220 ","$1,098 ","$1,342 ","$1,470 ","$1,323 ","$1,617 ","$1,870 ","$1,683 ","$2,057 ","$2,030 ","$1,827 ","$2,233 "
15202,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$940 ","$846 ","$1,034 ","$990 ","$891 ","$1,089 ","$1,190 ","$1,071 ","$1,309 ","$1,510 ","$1,359 ","$1,661 ","$1,640 ","$1,476 ","$1,804 "
15203,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$1,340 ","$1,206 ","$1,474 ","$1,410 ","$1,269 ","$1,551 ","$1,700 ","$1,530 ","$1,870 ","$2,160 ","$1,944 ","$2,376 ","$2,350 ","$2,115 ","$2,585 "
15204,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Pittsburgh,PA,keep,"$940 ","$846 ","$1,034 ","$990 ","$891 ","$1,089 ","$1,190 ","$1,071 ","$1,309 ","$1,510 ","$1,359 ","$1,661 ","$1,640 ","$1,476 ","$1,804 "
