zip_code,HUD Area Code,HUD Metro Fair Market Rent Area Name,city,state,keep,0BR,0BR_90,0BR_110,1BR,1BR_90,1BR_110,2BR,2BR_90,2BR_110,3BR,3BR_90,3BR_110,4BR,4BR_90,4BR_110
30223,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,140 ","$1,026 ","$1,254 ","$1,180 ","$1,062 ","$1,298 ","$1,320 ","$1,188 ","$1,452 ","$1,600 ","$1,440 ","$1,760 ","$1,940 ","$1,746 ","$2,134 "
30224,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,250 ","$1,125 ","$1,375 ","$1,280 ","$1,152 ","$1,408 ","$1,440 ","$1,296 ","$1,584 ","$1,740 ","$1,566 ","$1,914 ","$2,110 ","$1,899 ","$2,321 "
30228,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,580 ","$1,422 ","$1,738 ","$1,620 ","$1,458 ","$1,782 ","$1,820 ","$1,638 ","$2,002 ","$2,200 ","$1,980 ","$2,420 ","$2,670 ","$2,403 ","$2,937 "
30229,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,500 ","$1,350 ","$1,650 ","$1,540 ","$1,386 ","$1,694 ","$1,730 ","$1,557 ","$1,903 ","$2,090 ","$1,881 ","$2,299 ","$2,540 ","$2,286 ","$2,794 "
30230,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$990 ","$891 ","$1,089 ","$1,010 ","$909 ","$1,111 ","$1,200 ","$1,080 ","$1,320 ","$1,520 ","$1,368 ","$1,672 ","$1,750 ","$1,575 ","$1,925 "
30233,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$970 ","$873 ","$1,067 ","$990 ","$891 ","$1,089 ","$1,260 ","$1,134 ","$1,386 ","$1,620 ","$1,458 ","$1,782 ","$1,930 ","$1,737 ","$2,123 "
30234,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,150 ","$1,035 ","$1,265 ","$1,160 ","$1,044 ","$1,276 ","$1,510 ","$1,359 ","$1,661 ","$1,960 ","$1,764 ","$2,156 ","$2,300 ","$2,070 ","$2,530 "
30236,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,360 ","$1,224 ","$1,496 ","$1,400 ","$1,260 ","$1,540 ","$1,570 ","$1,413 ","$1,727 ","$1,900 ","$1,710 ","$2,090 ","$2,300 ","$2,070 ","$2,530 "
30237,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,350 ","$1,215 ","$1,485 ","$1,390 ","$1,251 ","$1,529 ","$1,560 ","$1,404 ","$1,716 ","$1,890 ","$1,701 ","$2,079 ","$2,290 ","$2,061 ","$2,519 "
30238,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,380 ","$1,242 ","$1,518 ","$1,420 ","$1,278 ","$1,562 ","$1,590 ","$1,431 ","$1,749 ","$1,920 ","$1,728 ","$2,112 ","$2,330 ","$2,097 ","$2,563 "
30240,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,060 ","$954 ","$1,166 ","$1,090 ","$981 ","$1,199 ","$1,220 ","$1,098 ","$1,342 ","$1,480 ","$1,332 ","$1,628 ","$1,790 ","$1,611 ","$1,969 "
30248,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,610 ","$1,449 ","$1,771 ","$1,650 ","$1,485 ","$1,815 ","$1,860 ","$1,674 ","$2,046 ","$2,250 ","$2,025 ","$2,475 ","$2,730 ","$2,457 ","$3,003 "
30250,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,580 ","$1,422 ","$1,738 ","$1,620 ","$1,458 ","$1,782 ","$1,820 ","$1,638 ","$2,002 ","$2,200 ","$1,980 ","$2,420 ","$2,670 ","$2,403 ","$2,937 "
30252,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,800 ","$1,620 ","$1,980 ","$1,850 ","$1,665 ","$2,035 ","$2,080 ","$1,872 ","$2,288 ","$2,510 ","$2,259 ","$2,761 ","$3,050 ","$2,745 ","$3,355 "
30253,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,550 ","$1,395 ","$1,705 ","$1,590 ","$1,431 ","$1,749 ","$1,790 ","$1,611 ","$1,969 ","$2,160 ","$1,944 ","$2,376 ","$2,630 ","$2,367 ","$2,893 "
30256,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$800 ","$720 ","$880 ","$820 ","$738 ","$902 ","$930 ","$837 ","$1,023 ","$1,130 ","$1,017 ","$1,243 ","$1,360 ","$1,224 ","$1,496 "
30257,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$890 ","$801 ","$979 ","$890 ","$801 ","$979 ","$1,160 ","$1,044 ","$1,276 ","$1,530 ","$1,377 ","$1,683 ","$1,560 ","$1,404 ","$1,716 "
30258,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,360 ","$1,224 ","$1,496 ","$1,400 ","$1,260 ","$1,540 ","$1,570 ","$1,413 ","$1,727 ","$1,900 ","$1,710 ","$2,090 ","$2,300 ","$2,070 ","$2,530 "
30259,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,340 ","$1,206 ","$1,474 ","$1,380 ","$1,242 ","$1,518 ","$1,550 ","$1,395 ","$1,705 ","$1,870 ","$1,683 ","$2,057 ","$2,280 ","$2,052 ","$2,508 "
30260,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,400 ","$1,260 ","$1,540 ","$1,440 ","$1,296 ","$1,584 ","$1,620 ","$1,458 ","$1,782 ","$1,960 ","$1,764 ","$2,156 ","$2,380 ","$2,142 ","$2,618 "
30263,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,370 ","$1,233 ","$1,507 ","$1,410 ","$1,269 ","$1,551 ","$1,580 ","$1,422 ","$1,738 ","$1,910 ","$1,719 ","$2,101 ","$2,320 ","$2,088 ","$2,552 "
30264,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,500 ","$1,350 ","$1,650 ","$1,540 ","$1,386 ","$1,694 ","$1,730 ","$1,557 ","$1,903 ","$2,090 ","$1,881 ","$2,299 ","$2,540 ","$2,286 ","$2,794 "
30265,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,810 ","$1,629 ","$1,991 ","$1,860 ","$1,674 ","$2,046 ","$2,090 ","$1,881 ","$2,299 ","$2,530 ","$2,277 ","$2,783 ","$3,070 ","$2,763 ","$3,377 "
30266,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,170 ","$1,053 ","$1,287 ","$1,200 ","$1,080 ","$1,320 ","$1,350 ","$1,215 ","$1,485 ","$1,630 ","$1,467 ","$1,793 ","$1,980 ","$1,782 ","$2,178 "
30268,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,270 ","$1,143 ","$1,397 ","$1,300 ","$1,170 ","$1,430 ","$1,460 ","$1,314 ","$1,606 ","$1,770 ","$1,593 ","$1,947 ","$2,140 ","$1,926 ","$2,354 "
30269,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,990 ","$1,791 ","$2,189 ","$2,050 ","$1,845 ","$2,255 ","$2,300 ","$2,070 ","$2,530 ","$2,780 ","$2,502 ","$3,058 ","$3,380 ","$3,042 ","$3,718 "
30271,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,500 ","$1,350 ","$1,650 ","$1,540 ","$1,386 ","$1,694 ","$1,730 ","$1,557 ","$1,903 ","$2,090 ","$1,881 ","$2,299 ","$2,540 ","$2,286 ","$2,794 "
30272,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,680 ","$1,512 ","$1,848 ","$1,730 ","$1,557 ","$1,903 ","$1,940 ","$1,746 ","$2,134 ","$2,350 ","$2,115 ","$2,585 ","$2,850 ","$2,565 ","$3,135 "
30273,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,520 ","$1,368 ","$1,672 ","$1,560 ","$1,404 ","$1,716 ","$1,750 ","$1,575 ","$1,925 ","$2,120 ","$1,908 ","$2,332 ","$2,570 ","$2,313 ","$2,827 "
30274,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,350 ","$1,215 ","$1,485 ","$1,390 ","$1,251 ","$1,529 ","$1,560 ","$1,404 ","$1,716 ","$1,890 ","$1,701 ","$2,079 ","$2,290 ","$2,061 ","$2,519 "
30275,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,370 ","$1,233 ","$1,507 ","$1,410 ","$1,269 ","$1,551 ","$1,580 ","$1,422 ","$1,738 ","$1,910 ","$1,719 ","$2,101 ","$2,320 ","$2,088 ","$2,552 "
30276,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,460 ","$1,314 ","$1,606 ","$1,500 ","$1,350 ","$1,650 ","$1,690 ","$1,521 ","$1,859 ","$2,040 ","$1,836 ","$2,244 ","$2,480 ","$2,232 ","$2,728 "
30277,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,660 ","$1,494 ","$1,826 ","$1,700 ","$1,530 ","$1,870 ","$1,910 ","$1,719 ","$2,101 ","$2,310 ","$2,079 ","$2,541 ","$2,800 ","$2,520 ","$3,080 "
30281,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,570 ","$1,413 ","$1,727 ","$1,610 ","$1,449 ","$1,771 ","$1,810 ","$1,629 ","$1,991 ","$2,190 ","$1,971 ","$2,409 ","$2,660 ","$2,394 ","$2,926 "
30284,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,450 ","$1,305 ","$1,595 ","$1,490 ","$1,341 ","$1,639 ","$1,680 ","$1,512 ","$1,848 ","$2,030 ","$1,827 ","$2,233 ","$2,460 ","$2,214 ","$2,706 "
30285,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$790 ","$711 ","$869 ","$810 ","$729 ","$891 ","$990 ","$891 ","$1,089 ","$1,260 ","$1,134 ","$1,386 ","$1,390 ","$1,251 ","$1,529 "
30287,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,350 ","$1,215 ","$1,485 ","$1,390 ","$1,251 ","$1,529 ","$1,560 ","$1,404 ","$1,716 ","$1,890 ","$1,701 ","$2,079 ","$2,290 ","$2,061 ","$2,519 "
30288,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,180 ","$1,062 ","$1,298 ","$1,210 ","$1,089 ","$1,331 ","$1,360 ","$1,224 ","$1,496 ","$1,640 ","$1,476 ","$1,804 ","$2,000 ","$1,800 ","$2,200 "
30289,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,500 ","$1,350 ","$1,650 ","$1,540 ","$1,386 ","$1,694 ","$1,730 ","$1,557 ","$1,903 ","$2,090 ","$1,881 ","$2,299 ","$2,540 ","$2,286 ","$2,794 "
30290,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,320 ","$1,188 ","$1,452 ","$1,350 ","$1,215 ","$1,485 ","$1,520 ","$1,368 ","$1,672 ","$1,840 ","$1,656 ","$2,024 ","$2,230 ","$2,007 ","$2,453 "
30291,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,330 ","$1,197 ","$1,463 ","$1,360 ","$1,224 ","$1,496 ","$1,530 ","$1,377 ","$1,683 ","$1,850 ","$1,665 ","$2,035 ","$2,250 ","$2,025 ","$2,475 "
30292,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,010 ","$909 ","$1,111 ","$1,040 ","$936 ","$1,144 ","$1,170 ","$1,053 ","$1,287 ","$1,410 ","$1,269 ","$1,551 ","$1,720 ","$1,548 ","$1,892 "
30294,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,660 ","$1,494 ","$1,826 ","$1,700 ","$1,530 ","$1,870 ","$1,910 ","$1,719 ","$2,101 ","$2,310 ","$2,079 ","$2,541 ","$2,800 ","$2,520 ","$3,080 "
30295,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,080 ","$972 ","$1,188 ","$1,110 ","$999 ","$1,221 ","$1,250 ","$1,125 ","$1,375 ","$1,510 ","$1,359 ","$1,661 ","$1,830 ","$1,647 ","$2,013 "
30296,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,580 ","$1,422 ","$1,738 ","$1,620 ","$1,458 ","$1,782 ","$1,820 ","$1,638 ","$2,002 ","$2,200 ","$1,980 ","$2,420 ","$2,670 ","$2,403 ","$2,937 "
30297,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,190 ","$1,071 ","$1,309 ","$1,220 ","$1,098 ","$1,342 ","$1,370 ","$1,233 ","$1,507 ","$1,660 ","$1,494 ","$1,826 ","$2,010 ","$1,809 ","$2,211 "
30298,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,350 ","$1,215 ","$1,485 ","$1,390 ","$1,251 ","$1,529 ","$1,560 ","$1,404 ","$1,716 ","$1,890 ","$1,701 ","$2,079 ","$2,290 ","$2,061 ","$2,519 "
30301,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,680 ","$1,512 ","$1,848 ","$1,730 ","$1,557 ","$1,903 ","$1,940 ","$1,746 ","$2,134 ","$2,350 ","$2,115 ","$2,585 ","$2,850 ","$2,565 ","$3,135 "
30302,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,680 ","$1,512 ","$1,848 ","$1,730 ","$1,557 ","$1,903 ","$1,940 ","$1,746 ","$2,134 ","$2,350 ","$2,115 ","$2,585 ","$2,850 ","$2,565 ","$3,135 "
30303,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,910 ","$1,719 ","$2,101 ","$1,960 ","$1,764 ","$2,156 ","$2,200 ","$1,980 ","$2,420 ","$2,660 ","$2,394 ","$2,926 ","$3,230 ","$2,907 ","$3,553 "
30304,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,680 ","$1,512 ","$1,848 ","$1,730 ","$1,557 ","$1,903 ","$1,940 ","$1,746 ","$2,134 ","$2,350 ","$2,115 ","$2,585 ","$2,850 ","$2,565 ","$3,135 "
30305,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$2,210 ","$1,989 ","$2,431 ","$2,270 ","$2,043 ","$2,497 ","$2,550 ","$2,295 ","$2,805 ","$3,080 ","$2,772 ","$3,388 ","$3,740 ","$3,366 ","$4,114 "
30306,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$2,050 ","$1,845 ","$2,255 ","$2,100 ","$1,890 ","$2,310 ","$2,360 ","$2,124 ","$2,596 ","$2,850 ","$2,565 ","$3,135 ","$3,460 ","$3,114 ","$3,806 "
30307,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,920 ","$1,728 ","$2,112 ","$1,980 ","$1,782 ","$2,178 ","$2,220 ","$1,998 ","$2,442 ","$2,680 ","$2,412 ","$2,948 ","$3,260 ","$2,934 ","$3,586 "
30308,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$2,310 ","$2,079 ","$2,541 ","$2,370 ","$2,133 ","$2,607 ","$2,660 ","$2,394 ","$2,926 ","$3,220 ","$2,898 ","$3,542 ","$3,900 ","$3,510 ","$4,290 "
30309,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$2,400 ","$2,160 ","$2,640 ","$2,470 ","$2,223 ","$2,717 ","$2,770 ","$2,493 ","$3,047 ","$3,350 ","$3,015 ","$3,685 ","$4,070 ","$3,663 ","$4,477 "
30310,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,390 ","$1,251 ","$1,529 ","$1,430 ","$1,287 ","$1,573 ","$1,600 ","$1,440 ","$1,760 ","$1,930 ","$1,737 ","$2,123 ","$2,350 ","$2,115 ","$2,585 "
30311,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,200 ","$1,080 ","$1,320 ","$1,230 ","$1,107 ","$1,353 ","$1,380 ","$1,242 ","$1,518 ","$1,670 ","$1,503 ","$1,837 ","$2,030 ","$1,827 ","$2,233 "
30312,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,780 ","$1,602 ","$1,958 ","$1,830 ","$1,647 ","$2,013 ","$2,050 ","$1,845 ","$2,255 ","$2,480 ","$2,232 ","$2,728 ","$3,010 ","$2,709 ","$3,311 "
30313,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,530 ","$1,377 ","$1,683 ","$1,580 ","$1,422 ","$1,738 ","$1,770 ","$1,593 ","$1,947 ","$2,140 ","$1,926 ","$2,354 ","$2,600 ","$2,340 ","$2,860 "
30314,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,200 ","$1,080 ","$1,320 ","$1,230 ","$1,107 ","$1,353 ","$1,380 ","$1,242 ","$1,518 ","$1,670 ","$1,503 ","$1,837 ","$2,030 ","$1,827 ","$2,233 "
30315,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,200 ","$1,080 ","$1,320 ","$1,230 ","$1,107 ","$1,353 ","$1,380 ","$1,242 ","$1,518 ","$1,670 ","$1,503 ","$1,837 ","$2,030 ","$1,827 ","$2,233 "
30316,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,660 ","$1,494 ","$1,826 ","$1,710 ","$1,539 ","$1,881 ","$1,920 ","$1,728 ","$2,112 ","$2,320 ","$2,088 ","$2,552 ","$2,820 ","$2,538 ","$3,102 "
30317,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,600 ","$1,440 ","$1,760 ","$1,640 ","$1,476 ","$1,804 ","$1,840 ","$1,656 ","$2,024 ","$2,220 ","$1,998 ","$2,442 ","$2,700 ","$2,430 ","$2,970 "
30318,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,670 ","$1,503 ","$1,837 ","$1,720 ","$1,548 ","$1,892 ","$1,930 ","$1,737 ","$2,123 ","$2,330 ","$2,097 ","$2,563 ","$2,830 ","$2,547 ","$3,113 "
30319,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$2,310 ","$2,079 ","$2,541 ","$2,380 ","$2,142 ","$2,618 ","$2,670 ","$2,403 ","$2,937 ","$3,230 ","$2,907 ","$3,553 ","$3,920 ","$3,528 ","$4,312 "
30320,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,350 ","$1,215 ","$1,485 ","$1,390 ","$1,251 ","$1,529 ","$1,560 ","$1,404 ","$1,716 ","$1,890 ","$1,701 ","$2,079 ","$2,290 ","$2,061 ","$2,519 "
30321,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,680 ","$1,512 ","$1,848 ","$1,730 ","$1,557 ","$1,903 ","$1,940 ","$1,746 ","$2,134 ","$2,350 ","$2,115 ","$2,585 ","$2,850 ","$2,565 ","$3,135 "
30322,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,970 ","$1,773 ","$2,167 ","$2,020 ","$1,818 ","$2,222 ","$2,270 ","$2,043 ","$2,497 ","$2,740 ","$2,466 ","$3,014 ","$3,330 ","$2,997 ","$3,663 "
30324,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$2,380 ","$2,142 ","$2,618 ","$2,450 ","$2,205 ","$2,695 ","$2,750 ","$2,475 ","$3,025 ","$3,330 ","$2,997 ","$3,663 ","$4,040 ","$3,636 ","$4,444 "
30325,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,680 ","$1,512 ","$1,848 ","$1,730 ","$1,557 ","$1,903 ","$1,940 ","$1,746 ","$2,134 ","$2,350 ","$2,115 ","$2,585 ","$2,850 ","$2,565 ","$3,135 "
30326,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$2,370 ","$2,133 ","$2,607 ","$2,430 ","$2,187 ","$2,673 ","$2,730 ","$2,457 ","$3,003 ","$3,300 ","$2,970 ","$3,630 ","$4,010 ","$3,609 ","$4,411 "
30327,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$2,250 ","$2,025 ","$2,475 ","$2,310 ","$2,079 ","$2,541 ","$2,590 ","$2,331 ","$2,849 ","$3,130 ","$2,817 ","$3,443 ","$3,800 ","$3,420 ","$4,180 "
30328,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$2,180 ","$1,962 ","$2,398 ","$2,240 ","$2,016 ","$2,464 ","$2,510 ","$2,259 ","$2,761 ","$3,030 ","$2,727 ","$3,333 ","$3,680 ","$3,312 ","$4,048 "
30329,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$2,040 ","$1,836 ","$2,244 ","$2,090 ","$1,881 ","$2,299 ","$2,350 ","$2,115 ","$2,585 ","$2,840 ","$2,556 ","$3,124 ","$3,450 ","$3,105 ","$3,795 "
30331,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,450 ","$1,305 ","$1,595 ","$1,490 ","$1,341 ","$1,639 ","$1,670 ","$1,503 ","$1,837 ","$2,020 ","$1,818 ","$2,222 ","$2,450 ","$2,205 ","$2,695 "
30332,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,620 ","$1,458 ","$1,782 ","$1,670 ","$1,503 ","$1,837 ","$1,880 ","$1,692 ","$2,068 ","$2,270 ","$2,043 ","$2,497 ","$2,760 ","$2,484 ","$3,036 "
30333,METRO12060M12060,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",Atlanta-Sandy Springs-Roswell,GA,keep,"$1,610 ","$1,449 ","$1,771 ","$1,660 ","$1,494 ","$1,826 ","$1,860 ","$1,674 ","$2,046 ","$2,250 ","$2,025 ","$2,475 ","$2,730 ","$2,457 ","$3,003 "
